"","sesso","titolo","giuridica2","area","corso","aula","edizione","ore","trimestre","iscritti","formati","esito"
"2623","F","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","GESTIRE IL CAMBIAMENTO                                                          ","DENTRO","POGRU",16,1,1,NA,0
"2624","F","LAUREA                             ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","B09AL",16,2,1,1,1
"2625","F","LAUREA                             ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - AGGIORNAMENTO                  ","DENTRO","B09AL",8,4,1,1,1
"2626","M","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO LAVORI PU","DENTRO","A09AL",28,2,1,1,1
"2627","M","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","B09AL",16,2,1,1,1
"2628","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCGIS 9.2 - CORSO BASE                                                         ","FUORI","A09AT",16,2,1,1,1
"2629","M","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","E09NA",26,4,1,NA,0
"2630","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","AUTOCAD - CORSO BASE                                                            ","FUORI","B09AT",24,4,1,NA,0
"2631","M","DIPLOMA DI MATURITA                ","Categoria C","TECNICO-SPECIALISTICA                   ","IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE","FUORI","A09MD",24,4,1,NA,0
"2632","F","LAUREA                             ","Categoria C","GIURIDICA                               ","TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ","DENTRO","B09AL",28,3,1,1,1
"2633","F","LAUREA                             ","Categoria C","ECONOMICO FINANZIARIA                   ","IL MODELLO DI PROGRAMMAZIONE REGIONALE                                          ","FUORI","B09MS",24,2,1,1,1
"2634","F","DIPLOMA DI MATURITA                ","Categoria C","ECONOMICO FINANZIARIA                   ","IL MODELLO DI PROGRAMMAZIONE REGIONALE                                          ","FUORI","D09MS",24,4,1,NA,0
"2635","F","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","FUORI","C09GR",16,4,1,NA,0
"2636","F","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","B09CB",27,4,1,1,1
"2637","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","FUORI","A09AL",24,2,1,1,1
"2638","F","LAUREA                             ","Categoria D","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","B09CB",27,4,1,1,1
"2639","F","DIPLOMA DI MATURITA                ","Categoria C","ECONOMICO FINANZIARIA                   ","L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ","DENTRO","B09AT",20,2,1,1,1
"2640","F","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI                                                             ","DENTRO","B09AL",16,2,1,1,1
"2641","F","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","D09NA",26,4,1,NA,0
"2642","F","DIPLOMA DI MATURITA                ","Categoria C","TECNICO-SPECIALISTICA                   ","LA PROIEZIONE INTERNAZIONALE DEI SISTEMI TERRITORIALI: GLI ASSET E GLI STRUMENTI","FUORI","A09GR",30,4,1,1,1
"2643","F","DIPLOMA DI MATURITA                ","Categoria B","COMPETENZE TRASVERSALI                  ","TECNICHE DI MEMORIZZAZIONE                                                      ","FUORI","F09FV",8,4,1,NA,0
"2644","F","DIPLOMA DI MATURITA                ","Categoria B","GIURIDICA                               ","LA SEMPLIFICAZIONE DELLA DOCUMENTAZIONE AMMINISTRATIVA                          ","DENTRO","B09AL",8,3,1,1,1
"2645","F","DIPLOMA DI MATURITA                ","Categoria B","GIURIDICA                               ","LA SEMPLIFICAZIONE DELLA DOCUMENTAZIONE AMMINISTRATIVA                          ","DENTRO","A09AL",8,2,1,NA,0
"2646","F","DIPLOMA DI MATURITA                ","Categoria B","GIURIDICA                               ","L'INFORMATIZZAZIONE DELLE PROCEDURE DI GARA                                     ","FUORI","B09AL",16,2,1,1,1
"2647","F","Titolo non assegnato               ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI                                                             ","DENTRO","C09AL",16,4,1,1,1
"2648","F","Titolo non assegnato               ","Categoria C","GIURIDICA                               ","TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ","DENTRO","C09AL",28,4,1,NA,0
"2649","F","Titolo non assegnato               ","Categoria D","ECONOMICO FINANZIARIA                   ","LA PROGRAMMAZIONE CONTABILE E DI BILANCIO                                       ","DENTRO","A09AT",16,4,1,NA,0
"2650","F","Titolo non assegnato               ","Categoria D","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","FUORI","B09AL",16,4,1,NA,0
"2651","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CONTRATTO DI APPALTO PER LA FORNITURA DI BENI E SERVIZI: DALL'AGGIUDICAZIONE ","FUORI","A09AL",16,2,1,1,1
"2652","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE","DENTRO","A09AL",28,2,1,1,1
"2653","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'INFORMATIZZAZIONE DELLE PROCEDURE DI GARA                                     ","FUORI","B09AL",16,2,1,1,1
"2654","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","SOLUZIONE DEI PROBLEMI                                                          ","FUORI","E09FV",16,4,1,1,1
"2655","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI MEMORIZZAZIONE                                                      ","FUORI","E09FV",8,4,1,1,1
"2656","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","ESPERIENZE DI FORMAZIONE E VALUTAZIONE DI PIANI REGIONALI                       ","FUORI","MPV4 ",34,2,1,NA,0
"2657","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","QSN: PROGRAMMAZIONE EUROPEA E NAZIONALE                                         ","FUORI","MPV4 ",21,2,1,1,1
"2658","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","STRUMENTI E METODI DI PROGRAMMAZIONE                                            ","FUORI","MPV4 ",32,2,1,1,1
"2659","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","UNA REGIONE VERSO IL FUTURO                                                     ","FUORI","MPV4 ",30,2,1,1,1
"2660","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","VALUTAZIONE, MONITORAGGIO E CONTROLLO                                           ","FUORI","MPV4 ",31,2,1,1,1
"2661","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","PROJECT WORK                                                                    ","FUORI","MPV4 ",22,3,1,1,1
"2662","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ","FUORI","C09MS",8,4,1,1,1
"2663","F","LAUREA                             ","Categoria D","EUROPEA                                 ","I FONDI STRUTTURALI                                                             ","DENTRO","C09AL",16,4,1,NA,0
"2664","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - AGGIORNAMENTO                  ","DENTRO","B09AL",8,4,1,NA,0
"2665","M","LAUREA                             ","Categoria D","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","A09CB",33,4,1,1,1
"2666","M","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CONTRATTO DI APPALTO PER LA FORNITURA DI BENI E SERVIZI: DALL'AGGIUDICAZIONE ","FUORI","A09AL",16,2,1,1,1
"2667","M","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","GESTIONE PROGETTI - CORSO BASE                                                  ","DENTRO","B09MS",24,2,1,1,1
"2668","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ","FUORI","A09BB",4,3,1,1,1
"2669","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","GESTIONE DEL TEMPO                                                              ","FUORI","B09FV",16,4,1,1,1
"2670","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","STRUMENTI DI RILEVAZIONE ED ELABORAZIONE STATISTICA DEI DATI                    ","FUORI","B09MM",24,4,1,1,1
"2671","F","LAUREA                             ","Categoria D","COMUNICAZIONE                           ","SCRITTURA, WEB, DOCUMENTI, INFORMAZIONE                                         ","DENTRO","A09GR",16,2,1,1,1
"2672","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","AUTOCAD - CORSO BASE                                                            ","FUORI","A09AT",24,3,1,1,1
"2673","M","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","FORMATORE D'AULA                                                                ","DENTRO","A09MS",24,2,1,1,1
"2674","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCGIS 9.2 - CORSO AVANZATO                                                     ","FUORI","D08EB",24,1,1,NA,0
"2675","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LE INDAGINI E LE TECNICHE DI MICROZONAZIONE SISMICA APPLICATE AI CENTRI URBANI E","FUORI","A09MD",40,2,1,1,1
"2676","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","AUTOCAD - CORSO BASE                                                            ","FUORI","A09AT",24,3,1,1,1
"2677","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ANALISI E PROGETTAZIONE DATI                                                    ","FUORI","B09MS",16,4,1,NA,0
"2678","F","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","DRAW                                                                            ","FUORI","A09AT",2,4,1,NA,0
"2679","F","DIPLOMA DI MATURITA                ","Categoria C","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","C09FV",16,2,1,1,1
"2680","F","LAUREA                             ","Categoria D","GIURIDICA                               ","LA PRIVACY IN AMBITO SANITARIO                                                  ","FUORI","B09CB",8,2,1,NA,0
"2681","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","PARLARE IN PUBBLICO                                                             ","FUORI","B09FV",16,4,1,NA,0
"2682","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI GESTIONE GRUPPI E CONDUZIONI RIUNIONI                               ","FUORI","B09FV",16,4,1,NA,0
"2683","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CONTRATTO DI APPALTO PER LA FORNITURA DI BENI E SERVIZI: DALL'AGGIUDICAZIONE ","FUORI","C09AL",16,4,1,1,1
"2684","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE","DENTRO","B09AL",28,4,1,NA,0
"2685","F","LAUREA                             ","Categoria D","MANAGERIALE                             ","LA GOVERNANCE DELLE RETI DI PUBBLICO INTERESSE                                  ","FUORI","A09CB",40,3,1,1,1
"2686","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","IL GOVERNO DELLE PARTECIPAZIONI REGIONALI                                       ","FUORI","A09CB",24,4,1,1,1
"2687","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE E LA VALUTAZIONE DEL PIANO ECONOMICO FINANZIARIO DI UNA INIZIATIV","FUORI","B09MS",32,4,1,1,1
"2688","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","E09AL",16,4,1,1,1
"2689","F","LAUREA                             ","Categoria D","GIURIDICA                               ","LE FONDAZIONI E LE ASSOCIAZIONI, STRUMENTI DI INTERVENTO NELL'ECONOMIA E NEL SOC","FUORI","A09CB",8,3,1,1,1
"2690","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ANALISI E PROGETTAZIONE DATI                                                    ","FUORI","A09MS",16,2,1,1,1
"2691","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","FUORI","A08AT",24,1,1,1,1
"2692","M","LAUREA                             ","Categoria D","GIURIDICA                               ","TESTO UNICO SULLA SICUREZZA (D.LGS. 81/2008)                                    ","FUORI","A09CB",12,4,1,1,1
"2693","M","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ","DENTRO","A09AT",20,2,1,1,1
"2694","M","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","GESTIONE PROGETTI - CORSO BASE                                                  ","DENTRO","B09MS",24,2,1,1,1
"2695","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ANALISI E PROGETTAZIONE DATI                                                    ","FUORI","B09MS",16,4,1,1,1
"2696","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","MODELLI DI SIMULAZIONE DEI TRASPORTI E DI VALUTAZIONE DELL'IMPATTO AMBIENTALE DE","FUORI","A09MD",30,4,1,NA,0
"2697","F","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","LA PRIVACY IN AMBITO SANITARIO                                                  ","FUORI","B09CB",8,2,1,NA,0
"2698","F","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","B09NA",26,4,1,NA,0
"2699","F","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE AL DATAWAREHOUSING                                                 ","FUORI","B09MM",24,4,1,NA,0
"2700","F","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","STRUMENTI DI RILEVAZIONE ED ELABORAZIONE STATISTICA DEI DATI                    ","FUORI","B09MM",24,4,1,NA,0
"2701","F","LAUREA                             ","Categoria C","COMPETENZE TRASVERSALI                  ","TECNICHE DI MEMORIZZAZIONE                                                      ","FUORI","B09FV",8,3,1,1,1
"2702","F","LAUREA                             ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","IL RAPPORTO DI LAVORO NELLA PUBBLICA AMMINISTRAZIONE                            ","DENTRO","A09MM",12,2,1,1,1
"2703","F","LAUREA                             ","Categoria C","ECONOMICO FINANZIARIA                   ","L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ","DENTRO","C09AT",20,4,1,1,1
"2704","F","LAUREA                             ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","C09NA",26,4,1,1,1
"2705","F","Titolo non assegnato               ","Categoria D","ECONOMICO FINANZIARIA                   ","L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ","DENTRO","E09AT",20,4,1,1,1
"2706","F","Titolo non assegnato               ","Categoria D","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","FUORI","C09GR",16,4,1,1,1
"2707","F","Titolo non assegnato               ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","E09AL",16,4,1,1,1
"2708","F","Titolo non assegnato               ","Categoria D","GIURIDICA                               ","TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ","DENTRO","C09AL",28,4,1,NA,0
"2709","F","LAUREA                             ","Categoria C","GIURIDICA                               ","TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ","DENTRO","C09AL",28,4,1,1,1
"2710","F","LAUREA                             ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","IL RAPPORTO DI LAVORO NELLA PUBBLICA AMMINISTRAZIONE                            ","DENTRO","B09MM",12,4,1,1,1
"2711","F","LAUREA                             ","Categoria C","GIURIDICA                               ","LA SEMPLIFICAZIONE DELLA DOCUMENTAZIONE AMMINISTRATIVA                          ","DENTRO","A09AL",8,2,1,1,1
"2712","F","LAUREA                             ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","A09AL",16,2,1,1,1
"2713","F","LAUREA                             ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","DENTRO","A08AL",16,1,1,1,1
"2714","F","LAUREA                             ","Categoria C","ECONOMICO FINANZIARIA                   ","L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ","DENTRO","C09AT",20,4,1,1,1
"2715","F","DIPLOMA UNIVERSITARIO              ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","ANALISI E PROGETTAZIONE DATI                                                    ","FUORI","A09MS",16,2,1,1,1
"2716","F","DIPLOMA UNIVERSITARIO              ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCVIEW 3.3 - CORSO BASE                                                        ","FUORI","A09AT",16,2,1,NA,0
"2717","F","DIPLOMA UNIVERSITARIO              ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE AL DATAWAREHOUSING                                                 ","FUORI","A09MM",24,2,1,1,1
"2718","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","ANALISI E PROGETTAZIONE DATI                                                    ","FUORI","A09MS",16,2,1,NA,0
"2719","M","DIPLOMA DI MATURITA                ","Categoria C","COMUNICAZIONE                           ","QUALITA' ED EFFICACIA SITO WEB: STRUMENTI E TECNICHE                            ","DENTRO","A09GR",16,3,1,NA,0
"2720","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","LE INFRASTRUTTURE DELLA RETE TELEMATICA REGIONALE TOSCANA - RTRT                ","DENTRO","A09MM",24,4,1,NA,0
"2721","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","STRUMENTI DI RILEVAZIONE ED ELABORAZIONE STATISTICA DEI DATI                    ","FUORI","B09MM",24,4,1,NA,0
"2722","M","LAUREA                             ","Categoria C","GIURIDICA                               ","TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ","DENTRO","A09AL",29,2,1,NA,0
"2723","M","LAUREA                             ","Categoria D","GIURIDICA                               ","LA SEMPLIFICAZIONE DELLA DOCUMENTAZIONE AMMINISTRATIVA                          ","DENTRO","C09AL",8,4,1,NA,0
"2724","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ","FUORI","A09BB",4,3,1,1,1
"2725","M","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","C09FV",16,2,1,1,1
"2726","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCVIEW 3.3 - CORSO BASE                                                        ","FUORI","A09AT",16,2,1,NA,0
"2727","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LA NUOVA NORMATIVA TECNICA PER LE COSTRUZIONI - DM 14/01/2008                   ","FUORI","B09MD",42,1,1,1,1
"2728","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LA PROGETTAZIONE GEOTECNICA DEGLI EDIFICI AI SENSI DEL DM 14/01/2008            ","FUORI","A09MD",40,3,1,NA,0
"2729","M","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","SOLUZIONE DEI PROBLEMI                                                          ","FUORI","C09FV",16,4,1,NA,0
"2730","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCGIS 9.2 - CORSO BASE                                                         ","FUORI","C09AT",16,4,1,1,1
"2731","F","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","LA PRIVACY IN AMBITO SANITARIO                                                  ","FUORI","A09CB",8,2,1,1,1
"2732","F","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","ANALISI E PROGETTAZIONE DATI                                                    ","FUORI","A09MS",16,2,1,1,1
"2733","F","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE AL DATAWAREHOUSING                                                 ","FUORI","A09MM",24,2,1,1,1
"2734","F","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","LINGUAGGIO SQL                                                                  ","FUORI","A09MM",24,3,1,1,1
"2735","F","LAUREA                             ","Categoria D","COMUNICAZIONE                           ","SCRITTURA, WEB, DOCUMENTI, INFORMAZIONE                                         ","DENTRO","A09GR",16,2,1,1,1
"2736","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ANALISI E PROGETTAZIONE DATI                                                    ","FUORI","A09MS",16,2,1,1,1
"2737","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI GESTIONE GRUPPI E CONDUZIONI RIUNIONI                               ","FUORI","B09FV",16,4,1,NA,0
"2738","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","IL MODELLO DI PROGRAMMAZIONE REGIONALE                                          ","FUORI","D09MS",24,4,1,NA,0
"2739","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","FUORI","C09AL",24,4,1,NA,0
"2740","F","LAUREA                             ","Categoria C","ECONOMICO FINANZIARIA                   ","L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ","DENTRO","A09AT",20,2,1,1,1
"2741","F","LAUREA                             ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE","DENTRO","A09AL",28,2,1,NA,0
"2742","F","LAUREA                             ","Categoria C","GIURIDICA                               ","L'INFORMATIZZAZIONE DELLE PROCEDURE DI GARA                                     ","FUORI","B09AL",16,2,1,NA,0
"2743","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","GESTIONE DEL TEMPO                                                              ","FUORI","C09FV",16,4,1,1,1
"2744","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI MEMORIZZAZIONE                                                      ","FUORI","E09FV",8,4,1,1,1
"2745","F","LAUREA                             ","Categoria D","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","B09CB",27,4,1,1,1
"2746","F","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","A09CB",33,4,1,1,1
"2747","F","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","FUORI","A09AL",16,2,1,1,1
"2748","F","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","A09AL",16,2,1,1,1
"2749","F","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","L'INFORMATIZZAZIONE DELLE PROCEDURE DI GARA                                     ","FUORI","B09AL",16,2,1,NA,0
"2750","F","DIPLOMA DI MATURITA                ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI NEGOZIAZIONE                                                        ","FUORI","C09FV",16,4,1,1,1
"2751","M","LAUREA                             ","Categoria C","COMPETENZE TRASVERSALI                  ","TECNICHE DI NEGOZIAZIONE                                                        ","FUORI","B09FV",16,3,1,1,1
"2752","M","LAUREA                             ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","AUTOCAD - CORSO BASE                                                            ","FUORI","A09AT",24,3,1,1,1
"2753","M","LAUREA                             ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ","FUORI","A09BB",4,3,1,1,1
"2754","M","LAUREA                             ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","FUORI","B09AL",24,4,1,NA,0
"2755","F","SPECIALIZZAZIONI POSTLAUREA        ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE, IL MONITORAGGIO E LA VALUTAZIONE DI PIANI E PROGRAMMI           ","FUORI","A09MS",16,2,1,NA,0
"2756","F","SPECIALIZZAZIONI POSTLAUREA        ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","LINGUAGGIO SQL                                                                  ","FUORI","A09MM",24,3,1,NA,0
"2757","F","SPECIALIZZAZIONI POSTLAUREA        ","Categoria D","TECNICO-SPECIALISTICA                   ","LE ACQUE REFLUE E LA TUTELA DELLE ACQUE                                         ","FUORI","A09MD",22,1,1,1,1
"2758","F","SPECIALIZZAZIONI POSTLAUREA        ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","GESTIONE PROGETTI - CORSO AVANZATO                                              ","DENTRO","A09MS",24,3,1,NA,0
"2759","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE, IL MONITORAGGIO E LA VALUTAZIONE DI PIANI E PROGRAMMI           ","FUORI","A09MS",16,2,1,NA,0
"2760","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","SOLUZIONE DEI PROBLEMI                                                          ","FUORI","B09FV",16,3,1,1,1
